vref,Protasis,Protasis IDs,Protasis Glosses,Protasis Greek,Apodosis,Apodosis IDs,Apodosis Glosses,Apodosis Greek,result,Duplicates,Possible_Tokens
LUK 19:42,"If you had known this day, even you, the things which make for peace","('n42019042003', 'n42019042004', 'n42019042005', 'n42019042006', 'n42019042007', 'n42019042008', 'n42019042009', 'n42019042010', 'n42019042011', 'n42019042012', 'n42019042013')","('If', 'you had known', 'in', 'the', 'day', 'this', 'even', 'you', 'the things', 'for', 'peace')","('Εἰ', 'ἔγνως', 'ἐν', 'τῇ', 'ἡμέρᾳ', 'ταύτῃ', 'καὶ', 'σὺ', 'τὰ', 'πρὸς', 'εἰρήνην')",NaN,(),(),(),fail,,"[('n42019042001', 'saying', 'λέγων'), ('n42019042002', '-', 'ὅτι'), ('n42019042003', 'If', 'Εἰ'), ('n42019042004', 'you had known', 'ἔγνως'), ('n42019042005', 'in', 'ἐν'), ('n42019042006', 'the', 'τῇ'), ('n42019042007', 'day', 'ἡμέρᾳ'), ('n42019042008', 'this', 'ταύτῃ'), ('n42019042009', 'even', 'καὶ'), ('n42019042010', 'you', 'σὺ'), ('n42019042011', 'the things', 'τὰ'), ('n42019042012', 'for', 'πρὸς'), ('n42019042013', 'peace', 'εἰρήνην'), ('n42019042014', 'Now', 'νῦν'), ('n42019042015', 'however', 'δὲ'), ('n42019042016', 'they are hidden', 'ἐκρύβη'), ('n42019042017', 'from', 'ἀπὸ'), ('n42019042018', 'eyes', 'ὀφθαλμῶν'), ('n42019042019', 'of you', 'σου')]"
LUK 22:49,NaN,"('n42022049010', 'n42022049011', 'n42022049012', 'n42022049013')","('if', 'will we strike', 'with [the]', 'sword')","('εἰ', 'πατάξομεν', 'ἐν', 'μαχαίρῃ')",NaN,"('n42022049008', 'n42022049009', 'n42022049011', 'n42022049012', 'n42022049013')","('they said', 'Lord', 'will we strike', 'with [the]', 'sword')","('εἶπαν', 'Κύριε', 'πατάξομεν', 'ἐν', 'μαχαίρῃ')",pass,,"[('n42022049001', 'Having seen', 'ἰδόντες'), ('n42022049002', 'then', 'δὲ'), ('n42022049003', 'those', 'οἱ'), ('n42022049004', 'around', 'περὶ'), ('n42022049005', 'Him', 'αὐτὸν'), ('n42022049006', 'what', 'τὸ'), ('n42022049007', 'would be', 'ἐσόμενον'), ('n42022049008', 'they said', 'εἶπαν'), ('n42022049009', 'Lord', 'Κύριε'), ('n42022049010', 'if', 'εἰ'), ('n42022049011', 'will we strike', 'πατάξομεν'), ('n42022049012', 'with [the]', 'ἐν'), ('n42022049013', 'sword', 'μαχαίρῃ')]"
JHN 1:25,"if you are neither the Christ, nor Elijah, nor the the Prophet","('n43001025010', 'n43001025011', 'n43001025012', 'n43001025013', 'n43001025014', 'n43001025015', 'n43001025016', 'n43001025017', 'n43001025018', 'n43001025019', 'n43001025020')","('if', 'you', 'not', 'are', 'the', 'Christ', 'nor', 'Elijah', 'nor', 'the', 'prophet')","('εἰ', 'σὺ', 'οὐ', 'εἶ', 'ὁ', 'χριστὸς', 'οὐδὲ', 'Ἠλίας', 'οὐδὲ', 'ὁ', 'προφήτης')",then why are you baptizing?,"('n43001025007', 'n43001025008', 'n43001025009')","('Why', 'then', 'baptize you')","('Τί', 'οὖν', 'βαπτίζεις')",pass,,"[('n43001025001', 'And', 'καὶ'), ('n43001025002', 'they asked', 'ἠρώτησαν'), ('n43001025003', 'him', 'αὐτὸν'), ('n43001025004', 'and', 'καὶ'), ('n43001025005', 'said', 'εἶπαν'), ('n43001025006', 'to him', 'αὐτῷ'), ('n43001025007', 'Why', 'Τί'), ('n43001025008', 'then', 'οὖν'), ('n43001025009', 'baptize you', 'βαπτίζεις'), ('n43001025010', 'if', 'εἰ'), ('n43001025011', 'you', 'σὺ'), ('n43001025012', 'not', 'οὐ'), ('n43001025013', 'are', 'εἶ'), ('n43001025014', 'the', 'ὁ'), ('n43001025015', 'Christ', 'χριστὸς'), ('n43001025016', 'nor', 'οὐδὲ'), ('n43001025017', 'Elijah', 'Ἠλίας'), ('n43001025018', 'nor', 'οὐδὲ'), ('n43001025019', 'the', 'ὁ'), ('n43001025020', 'prophet', 'προφήτης')]"
JHN 3:2,unless God is with him,"('n43003002016', 'n43003002018', 'n43003002019', 'n43003002020', 'n43003002021', 'n43003002026', 'n43003002027', 'n43003002028', 'n43003002029', 'n43003002030', 'n43003002031', 'n43003002032')","('no one', 'is able', 'these', '-', 'signs', 'if', 'not', 'should be', '-', 'God', 'with', 'him')","('οὐδεὶς', 'δύναται', 'ταῦτα', 'τὰ', 'σημεῖα', 'ἐὰν', 'μὴ', 'ᾖ', 'ὁ', 'θεὸς', 'μετ’', 'αὐτοῦ')",no one can do these signs you do,"('n43003002001', 'n43003002002', 'n43003002003', 'n43003002004', 'n43003002005', 'n43003002006', 'n43003002007', 'n43003002008', 'n43003002009', 'n43003002010', 'n43003002011', 'n43003002012', 'n43003002013', 'n43003002014', 'n43003002015', 'n43003002023', 'n43003002024', 'n43003002025')","('He', 'came', 'to', 'Him', 'by night', 'and', 'said', 'to Him', 'Rabbi', 'we know', 'that', 'from', 'God', 'You have come', 'a teacher', 'that', 'You', 'do')","('οὗτος', 'ἦλθεν', 'πρὸς', 'αὐτὸν', 'νυκτὸς', 'καὶ', 'εἶπεν', 'αὐτῷ', 'Ῥαββί', 'οἴδαμεν', 'ὅτι', 'ἀπὸ', 'θεοῦ', 'ἐλήλυθας', 'διδάσκαλος', 'ἃ', 'σὺ', 'ποιεῖς')",fail,,"[('n43003002001', 'He', 'οὗτος'), ('n43003002002', 'came', 'ἦλθεν'), ('n43003002003', 'to', 'πρὸς'), ('n43003002004', 'Him', 'αὐτὸν'), ('n43003002005', 'by night', 'νυκτὸς'), ('n43003002006', 'and', 'καὶ'), ('n43003002007', 'said', 'εἶπεν'), ('n43003002008', 'to Him', 'αὐτῷ'), ('n43003002009', 'Rabbi', 'Ῥαββί'), ('n43003002010', 'we know', 'οἴδαμεν'), ('n43003002011', 'that', 'ὅτι'), ('n43003002012', 'from', 'ἀπὸ'), ('n43003002013', 'God', 'θεοῦ'), ('n43003002014', 'You have come', 'ἐλήλυθας'), ('n43003002015', 'a teacher', 'διδάσκαλος'), ('n43003002016', 'no one', 'οὐδεὶς'), ('n43003002017', 'for', 'γὰρ'), ('n43003002018', 'is able', 'δύναται'), ('n43003002019', 'these', 'ταῦτα'), ('n43003002020', '-', 'τὰ'), ('n43003002021', 'signs', 'σημεῖα'), ('n43003002022', 'to do', 'ποιεῖν'), ('n43003002023', 'that', 'ἃ'), ('n43003002024', 'You', 'σὺ'), ('n43003002025', 'do', 'ποιεῖς'), ('n43003002026', 'if', 'ἐὰν'), ('n43003002027', 'not', 'μὴ'), ('n43003002028', 'should be', 'ᾖ'), ('n43003002029', '-', 'ὁ'), ('n43003002030', 'God', 'θεὸς'), ('n43003002031', 'with', 'μετ’'), ('n43003002032', 'him', 'αὐτοῦ')]"
JHN 3:3,unless one is born again,"('n43003003010', 'n43003003011', 'n43003003012', 'n43003003013', 'n43003003014')","('if', 'not', 'anyone', 'be born', 'from above')","('ἐὰν', 'μή', 'τις', 'γεννηθῇ', 'ἄνωθεν')",he cannot see the kingdom of God,"('n43003003016', 'n43003003017', 'n43003003018', 'n43003003019', 'n43003003020', 'n43003003021')","('he is able', 'to see', 'the', 'kingdom', '-', 'of God')","('δύναται', 'ἰδεῖν', 'τὴν', 'βασιλείαν', 'τοῦ', 'θεοῦ')",pass,,"[('n43003003001', 'Answered', 'ἀπεκρίθη'), ('n43003003002', 'Jesus', 'Ἰησοῦς'), ('n43003003003', 'and', 'καὶ'), ('n43003003004', 'said', 'εἶπεν'), ('n43003003005', 'to him', 'αὐτῷ'), ('n43003003006', 'Truly', 'Ἀμὴν'), ('n43003003007', 'truly', 'ἀμὴν'), ('n43003003008', 'I say', 'λέγω'), ('n43003003009', 'to you', 'σοι'), ('n43003003010', 'if', 'ἐὰν'), ('n43003003011', 'not', 'μή'), ('n43003003012', 'anyone', 'τις'), ('n43003003013', 'be born', 'γεννηθῇ'), ('n43003003014', 'from above', 'ἄνωθεν'), ('n43003003015', 'not', 'οὐ'), ('n43003003016', 'he is able', 'δύναται'), ('n43003003017', 'to see', 'ἰδεῖν'), ('n43003003018', 'the', 'τὴν'), ('n43003003019', 'kingdom', 'βασιλείαν'), ('n43003003020', '-', 'τοῦ'), ('n43003003021', 'of God', 'θεοῦ')]"
JHN 3:5,unless one is born of water and the Spirit,"('n43003005007', 'n43003005008', 'n43003005009', 'n43003005010', 'n43003005011', 'n43003005012', 'n43003005013', 'n43003005014')","('if', 'not', 'anyone', 'be born', 'of', 'water', 'and', 'of [the] Spirit')","('ἐὰν', 'μή', 'τις', 'γεννηθῇ', 'ἐξ', 'ὕδατος', 'καὶ', 'πνεύματος')",he cannot enter the kingdom of God,"('n43003005016', 'n43003005017', 'n43003005018', 'n43003005019', 'n43003005020', 'n43003005021', 'n43003005022')","('he is able', 'to enter', 'into', 'the', 'kingdom', '-', 'of God')","('δύναται', 'εἰσελθεῖν', 'εἰς', 'τὴν', 'βασιλείαν', 'τοῦ', 'θεοῦ')",pass,,"[('n43003005001', 'Answered', 'ἀπεκρίθη'), ('n43003005002', 'Jesus', 'Ἰησοῦς'), ('n43003005003', 'Truly', 'Ἀμὴν'), ('n43003005004', 'truly', 'ἀμὴν'), ('n43003005005', 'I say', 'λέγω'), ('n43003005006', 'to you', 'σοι'), ('n43003005007', 'if', 'ἐὰν'), ('n43003005008', 'not', 'μή'), ('n43003005009', 'anyone', 'τις'), ('n43003005010', 'be born', 'γεννηθῇ'), ('n43003005011', 'of', 'ἐξ'), ('n43003005012', 'water', 'ὕδατος'), ('n43003005013', 'and', 'καὶ'), ('n43003005014', 'of [the] Spirit', 'πνεύματος'), ('n43003005015', 'not', 'οὐ'), ('n43003005016', 'he is able', 'δύναται'), ('n43003005017', 'to enter', 'εἰσελθεῖν'), ('n43003005018', 'into', 'εἰς'), ('n43003005019', 'the', 'τὴν'), ('n43003005020', 'kingdom', 'βασιλείαν'), ('n43003005021', '-', 'τοῦ'), ('n43003005022', 'of God', 'θεοῦ')]"
JHN 3:12,if I have told you of earthly things and you do not believe,"('n43003012001', 'n43003012004', 'n43003012005', 'n43003012006', 'n43003012007', 'n43003012008')","('If', 'I have told', 'you', 'and', 'not', 'you believe')","('εἰ', 'εἶπον', 'ὑμῖν', 'καὶ', 'οὐ', 'πιστεύετε')",how can you believe if I tell you heavenly things?,"('n43003012009', 'n43003012010', 'n43003012011', 'n43003012012', 'n43003012013', 'n43003012014', 'n43003012015')","('how', 'if', 'I tell', 'to you', 'the things', 'heavenly', 'will you believe')","('πῶς', 'ἐὰν', 'εἴπω', 'ὑμῖν', 'τὰ', 'ἐπουράνια', 'πιστεύσετε')",fail,,"[('n43003012001', 'If', 'εἰ'), ('n43003012002', 'things', 'τὰ'), ('n43003012003', 'earthly', 'ἐπίγεια'), ('n43003012004', 'I have told', 'εἶπον'), ('n43003012005', 'you', 'ὑμῖν'), ('n43003012006', 'and', 'καὶ'), ('n43003012007', 'not', 'οὐ'), ('n43003012008', 'you believe', 'πιστεύετε'), ('n43003012009', 'how', 'πῶς'), ('n43003012010', 'if', 'ἐὰν'), ('n43003012011', 'I tell', 'εἴπω'), ('n43003012012', 'to you', 'ὑμῖν'), ('n43003012013', 'the things', 'τὰ'), ('n43003012014', 'heavenly', 'ἐπουράνια'), ('n43003012015', 'will you believe', 'πιστεύσετε')]"
JHN 3:12,if I tell you about heavenly things,"('n43003012001', 'n43003012004', 'n43003012005', 'n43003012006', 'n43003012007', 'n43003012008')","('If', 'I have told', 'you', 'and', 'not', 'you believe')","('εἰ', 'εἶπον', 'ὑμῖν', 'καὶ', 'οὐ', 'πιστεύετε')",how can you believe?,"('n43003012009', 'n43003012010', 'n43003012011', 'n43003012012', 'n43003012013', 'n43003012014', 'n43003012015')","('how', 'if', 'I tell', 'to you', 'the things', 'heavenly', 'will you believe')","('πῶς', 'ἐὰν', 'εἴπω', 'ὑμῖν', 'τὰ', 'ἐπουράνια', 'πιστεύσετε')",fail,,"[('n43003012001', 'If', 'εἰ'), ('n43003012002', 'things', 'τὰ'), ('n43003012003', 'earthly', 'ἐπίγεια'), ('n43003012004', 'I have told', 'εἶπον'), ('n43003012005', 'you', 'ὑμῖν'), ('n43003012006', 'and', 'καὶ'), ('n43003012007', 'not', 'οὐ'), ('n43003012008', 'you believe', 'πιστεύετε'), ('n43003012009', 'how', 'πῶς'), ('n43003012010', 'if', 'ἐὰν'), ('n43003012011', 'I tell', 'εἴπω'), ('n43003012012', 'to you', 'ὑμῖν'), ('n43003012013', 'the things', 'τὰ'), ('n43003012014', 'heavenly', 'ἐπουράνια'), ('n43003012015', 'will you believe', 'πιστεύσετε')]"
JHN 3:27,unless it is given to him from heaven,"('n43003027005', 'n43003027006', 'n43003027007', 'n43003027008', 'n43003027009', 'n43003027010', 'n43003027011', 'n43003027012', 'n43003027013', 'n43003027014', 'n43003027015', 'n43003027016', 'n43003027017', 'n43003027018')","('Nothing', 'is able', 'a man', 'to receive', 'nothing', 'one', 'if', 'not', 'it is', 'given', 'to him', 'from', '-', 'heaven')","('Οὐ', 'δύναται', 'ἄνθρωπος', 'λαμβάνειν', 'οὐδὲ', 'ἓν', 'ἐὰν', 'μὴ', 'ᾖ', 'δεδομένον', 'αὐτῷ', 'ἐκ', 'τοῦ', 'οὐρανοῦ')",a person cannot receive one thing,"('n43003027001', 'n43003027002', 'n43003027003', 'n43003027004')","('Answered', 'John', 'and', 'said')","('ἀπεκρίθη', 'Ἰωάννης', 'καὶ', 'εἶπεν')",pass,,"[('n43003027001', 'Answered', 'ἀπεκρίθη'), ('n43003027002', 'John', 'Ἰωάννης'), ('n43003027003', 'and', 'καὶ'), ('n43003027004', 'said', 'εἶπεν'), ('n43003027005', 'Nothing', 'Οὐ'), ('n43003027006', 'is able', 'δύναται'), ('n43003027007', 'a man', 'ἄνθρωπος'), ('n43003027008', 'to receive', 'λαμβάνειν'), ('n43003027009', 'nothing', 'οὐδὲ'), ('n43003027010', nan, 'ἓν'), ('n43003027011', 'if', 'ἐὰν'), ('n43003027012', 'not', 'μὴ'), ('n43003027013', 'it is', 'ᾖ'), ('n43003027014', 'given', 'δεδομένον'), ('n43003027015', 'to him', 'αὐτῷ'), ('n43003027016', 'from', 'ἐκ'), ('n43003027017', '-', 'τοῦ'), ('n43003027018', 'heaven', 'οὐρανοῦ')]"
JHN 4:10,"if you knew the gift of God and who it is that is saying to you ""Give me a drink""","('n43004010006', 'n43004010007', 'n43004010008', 'n43004010009', 'n43004010010', 'n43004010011', 'n43004010013', 'n43004010014', 'n43004010015', 'n43004010016', 'n43004010017', 'n43004010018', 'n43004010019', 'n43004010020')","('If', 'you had known', 'the', 'gift', '-', 'of God', 'who', 'it is', '-', 'saying', 'to you', 'Give', 'Me', 'to drink')","('Εἰ', 'ᾔδεις', 'τὴν', 'δωρεὰν', 'τοῦ', 'θεοῦ', 'τίς', 'ἐστιν', 'ὁ', 'λέγων', 'σοι', 'Δός', 'μοι', 'πεῖν')",you would have asked him and he would have given you living water.,"('n43004010021', 'n43004010022', 'n43004010023', 'n43004010024', 'n43004010025', 'n43004010026', 'n43004010027', 'n43004010028', 'n43004010029', 'n43004010030')","('you', '-', 'would have asked', 'Him', 'and', 'He would have given', '-', 'to you', 'water', 'living')","('σὺ', 'ἂν', 'ᾔτησας', 'αὐτὸν', 'καὶ', 'ἔδωκεν', 'ἄν', 'σοι', 'ὕδωρ', 'ζῶν')",pass,,"[('n43004010001', 'Answered', 'ἀπεκρίθη'), ('n43004010002', 'Jesus', 'Ἰησοῦς'), ('n43004010003', 'and', 'καὶ'), ('n43004010004', 'said', 'εἶπεν'), ('n43004010005', 'to her', 'αὐτῇ'), ('n43004010006', 'If', 'Εἰ'), ('n43004010007', 'you had known', 'ᾔδεις'), ('n43004010008', 'the', 'τὴν'), ('n43004010009', 'gift', 'δωρεὰν'), ('n43004010010', '-', 'τοῦ'), ('n43004010011', 'of God', 'θεοῦ'), ('n43004010012', 'and', 'καὶ'), ('n43004010013', 'who', 'τίς'), ('n43004010014', 'it is', 'ἐστιν'), ('n43004010015', '-', 'ὁ'), ('n43004010016', 'saying', 'λέγων'), ('n43004010017', 'to you', 'σοι'), ('n43004010018', 'Give', 'Δός'), ('n43004010019', 'Me', 'μοι'), ('n43004010020', 'to drink', 'πεῖν'), ('n43004010021', 'you', 'σὺ'), ('n43004010022', '-', 'ἂν'), ('n43004010023', 'would have asked', 'ᾔτησας'), ('n43004010024', 'Him', 'αὐτὸν'), ('n43004010025', 'and', 'καὶ'), ('n43004010026', 'He would have given', 'ἔδωκεν'), ('n43004010027', '-', 'ἄν'), ('n43004010028', 'to you', 'σοι'), ('n43004010029', 'water', 'ὕδωρ'), ('n43004010030', 'living', 'ζῶν')]"
JHN 4:48,unless you see signs and wonders,"('n43004048007', 'n43004048013', 'n43004048014', 'n43004048009', 'n43004048010', 'n43004048011')","('If', 'no', 'not', 'signs', 'and', 'wonders')","('Ἐὰν', 'οὐ', 'μὴ', 'σημεῖα', 'καὶ', 'τέρατα')",you will not believe,"('n43004048015', 'n43004048013', 'n43004048014')","('will you believe', 'no', 'not')","('πιστεύσητε', 'οὐ', 'μὴ')",fail,,"[('n43004048001', 'Said', 'εἶπεν'), ('n43004048002', 'therefore', 'οὖν'), ('n43004048003', '-', 'ὁ'), ('n43004048004', 'Jesus', 'Ἰησοῦς'), ('n43004048005', 'to', 'πρὸς'), ('n43004048006', 'him', 'αὐτόν'), ('n43004048007', 'If', 'Ἐὰν'), ('n43004048008', 'not', 'μὴ'), ('n43004048009', 'signs', 'σημεῖα'), ('n43004048010', 'and', 'καὶ'), ('n43004048011', 'wonders', 'τέρατα'), ('n43004048012', 'you people see', 'ἴδητε'), ('n43004048013', 'no', 'οὐ'), ('n43004048014', 'not', 'μὴ'), ('n43004048015', 'will you believe', 'πιστεύσητε')]"
JHN 5:19,unless it is something he sees the father doing,"('n43005019019', 'n43005019020', 'n43005019021', 'n43005019022', 'n43005019023', 'n43005019024', 'n43005019025', 'n43005019026')","('nothing', 'if', 'not', 'anything', 'He might see', 'the', 'Father', 'doing')","('οὐδὲν', 'ἐὰν', 'μή', 'τι', 'βλέπῃ', 'τὸν', 'πατέρα', 'ποιοῦντα')",the Son can do nothing of Himself,"('n43005019034', 'n43005019035', 'n43005019036', 'n43005019037')","('the', 'Son', 'likewise', 'does')","('ὁ', 'υἱὸς', 'ὁμοίως', 'ποιεῖ')",pass,,"[('n43005019001', 'Answered', 'Ἀπεκρίνατο'), ('n43005019002', 'therefore', 'οὖν'), ('n43005019003', '-', 'ὁ'), ('n43005019004', 'Jesus', 'Ἰησοῦς'), ('n43005019005', 'and', 'καὶ'), ('n43005019006', 'was saying', 'ἔλεγεν'), ('n43005019007', 'to them', 'αὐτοῖς'), ('n43005019008', 'Truly', 'Ἀμὴν'), ('n43005019009', 'truly', 'ἀμὴν'), ('n43005019010', 'I say', 'λέγω'), ('n43005019011', 'to you', 'ὑμῖν'), ('n43005019012', 'not', 'οὐ'), ('n43005019013', 'is able', 'δύναται'), ('n43005019014', 'the', 'ὁ'), ('n43005019015', 'Son', 'υἱὸς'), ('n43005019016', 'to do', 'ποιεῖν'), ('n43005019017', 'of', 'ἀφ’'), ('n43005019018', 'Himself', 'ἑαυτοῦ'), ('n43005019019', 'nothing', 'οὐδὲν'), ('n43005019020', nan, 'ἐὰν'), ('n43005019021', 'not', 'μή'), ('n43005019022', 'anything', 'τι'), ('n43005019023', 'He might see', 'βλέπῃ'), ('n43005019024', 'the', 'τὸν'), ('n43005019025', 'Father', 'πατέρα'), ('n43005019026', 'doing', 'ποιοῦντα'), ('n43005019027', 'whatever', 'ἃ'), ('n43005019028', 'for', 'γὰρ'), ('n43005019029', '-', 'ἂν'), ('n43005019030', 'He', 'ἐκεῖνος'), ('n43005019031', 'does', 'ποιῇ'), ('n43005019032', 'these things', 'ταῦτα'), ('n43005019033', 'also', 'καὶ'), ('n43005019034', 'the', 'ὁ'), ('n43005019035', 'Son', 'υἱὸς'), ('n43005019036', 'likewise', 'ὁμοίως'), ('n43005019037', 'does', 'ποιεῖ')]"
JHN 5:31,if I alone bear witness to myself,"('n43005031001', 'n43005031002', 'n43005031003', 'n43005031004', 'n43005031005')","('If', 'I', 'bear witness', 'concerning', 'Myself')","('Ἐὰν', 'ἐγὼ', 'μαρτυρῶ', 'περὶ', 'ἐμαυτοῦ')",my testimony is not true,"('n43005031007', 'n43005031008', 'n43005031010', 'n43005031009', 'n43005031011')","('the', 'testimony', 'is', 'not', 'TRUE')","('ἡ', 'μαρτυρία', 'ἔστιν', 'οὐ', 'ἀληθής')",pass,,"[('n43005031001', 'If', 'Ἐὰν'), ('n43005031002', 'I', 'ἐγὼ'), ('n43005031003', 'bear witness', 'μαρτυρῶ'), ('n43005031004', 'concerning', 'περὶ'), ('n43005031005', 'Myself', 'ἐμαυτοῦ'), ('n43005031006', 'the', 'ἡ'), ('n43005031007', 'testimony', 'μαρτυρία'), ('n43005031008', 'of Me', 'μου'), ('n43005031009', 'not', 'οὐ'), ('n43005031010', 'is', 'ἔστιν'), ('n43005031011', 'TRUE', 'ἀληθής')]"
